latitude_deg,longitude_deg,postseal_error_km,balanced_exact_capped_loss,group_00_tau_s,group_16_tau_s,reference_role
37.86086010564022,-122.481740327491,1.3593049799259802,0.05825068675390102,-0.75,-0.75,post-seal only
