sample_index,time_s,raw_phase_deg,compensated_common_band_phase_deg,raw_rx0_abs,raw_rx1_abs,common_rx0_abs,common_rx1_abs
73381,0.0293524,-126.398612976,131.730646343,53.8237876892,31.6227760315,91.2718217686,79.5574894358
73382,0.0293528,87.7650909424,-89.6417173732,86.2844085693,30.0166625977,49.0266120254,13.7741504023
73383,0.0293532,111.838394165,-169.580706126,44.9221534729,96.0468673706,44.5873756506,126.7365795
73384,0.0293536,147.528793335,-12.7993236878,30.8868904114,134.238586426,27.400258105,81.9822869852
73385,0.029354,-128.748886108,76.7695057879,59.5399017334,155.206314087,46.8148152757,97.6830975234
73386,0.0293544,-54.0714950562,-144.592479051,11.7046985626,29.1204395294,19.6357603597,57.0269124791
73387,0.0293548,-22.9365177155,75.865622439,24.7386322021,111.400177002,30.1746381871,125.437327694
73388,0.0293552,-91.7389907837,63.8453906252,87.3613204956,72.42237854,76.2922964136,57.7950475503
73389,0.0293556,-48.3664588928,-142.37050479,2.23606801033,107.703292847,21.6078414698,91.9654874184
73390,0.029356,65.8336181641,79.5482640213,136.883163452,79.6241149902,119.233348333,68.0363709555
73391,0.0293564,29.267993927,72.7737282523,101.823371887,73.7631378174,110.717758849,28.6027463932
73392,0.0293568,132.4715271,-35.1798143886,19.4164886475,65.2150268555,10.115052354,118.376381077
73393,0.0293572,-19.759469986,-69.2242950834,92.6606750488,191.34262085,103.295363504,127.185219884
73394,0.0293576,83.0200271606,11.5070557172,239.7081604,26.5706596375,154.647468708,34.0486586558
73395,0.029358,15.3752946854,121.073402847,136.970809937,73.8782806396,200.440814234,117.094424435
73396,0.0293584,-105.199554443,145.942504777,173.170425415,153.561065674,162.689204453,98.5424908096
73397,0.0293588,17.73371315,83.2264994355,136.693084717,45.1774291992,90.9676714992,23.0462956262
73398,0.0293592,119.663749695,112.102862307,90.2108612061,33.0151481628,38.4286812991,48.5422035423
73399,0.0293596,-75.2922363281,90.8273981086,39.5600776672,63.82006073,78.0183980689,55.0498244365
73400,0.02936,50.7278327942,-136.369345678,41.0121955872,11.4017543793,22.2687146697,29.6386915771
73401,0.0293604,-176.509063721,-58.5415551992,56.6127204895,114.586212158,19.9179114495,79.534564904
73402,0.0293608,85.3968429565,-26.9500757288,100.975250244,17.029384613,19.9272803687,27.5340657645
73403,0.0293612,39.4560890198,-169.000754216,97.5756149292,22.8035087585,126.499120309,46.2941613953
73404,0.0293616,-105.4764328,158.732057391,124.040306091,43.5660400391,106.448011289,58.2741887586
73405,0.029362,80.795249939,127.87738237,77.3369216919,72.3463897705,77.8976038891,93.2148138266
73406,0.0293624,-10.6382989883,92.280058053,148.677490234,219.658813477,108.154374124,128.108105495
73407,0.0293628,-11.0780544281,114.695212216,85.0235290527,60.4152297974,97.8605464565,45.8126785993
73408,0.0293632,-177.773605347,-83.181081231,184.20098877,55.7584114075,110.238324415,16.8459305101
73409,0.0293636,-26.6673641205,116.833276346,56.8594703674,22.0227165222,97.2845809813,33.9701497715
73410,0.029364,-39.3824195862,-6.97883869347,22.8035087585,38.0131530762,49.7215741259,45.5833732972
73411,0.0293644,-145.558166504,148.769957025,55.0817604065,146.98638916,74.5887275471,119.268277065
73412,0.0293648,-79.6187744141,-105.753688036,173.366653442,68.1175460815,139.34770565,56.9037808829
73413,0.0293652,-123.177841187,-5.94575691077,30.0166625977,93.0215072632,34.7397947924,76.6299338879
73414,0.0293656,64.2630844116,-111.088315499,106.677085876,31.9061126709,148.026119364,50.6118968091
73415,0.029366,-105.582580566,139.906921108,86.5390090942,81.2157592773,70.7467774684,75.0653122314
73416,0.0293664,71.99269104,75.9978330803,148.384643555,134.201339722,164.315582782,132.231871291
73417,0.0293668,-13.4381875992,84.0771133706,116.180892944,50,41.7850625456,59.8554612376
73418,0.0293672,-140.649032593,107.242385899,159.881195068,69.6419372559,74.4986631717,73.9434432272
73419,0.0293676,6.61463308334,-64.2813411893,216.68409729,51.9230194092,111.908172629,36.3097231598
73420,0.029368,65.7363739014,80.3950311983,78.1024932861,121.202308655,160.905630078,126.875526356
73421,0.0293684,-7.12671279907,170.015634203,159.890579224,130.969467163,104.306753171,119.398036939
73422,0.0293688,-133.909896851,100.136658011,237.655212402,70.0642547607,153.26084492,73.4049978001
73423,0.0293692,-169.055175781,125.101686832,19.8494338989,158.145492554,151.672828524,182.776402889
73424,0.0293696,66.0645904541,167.98309733,196.580764771,131.103012085,43.5406600809,73.5213876896
73425,0.02937,-29.0199356079,117.132305064,211.858444214,84.8646011353,61.9343680773,21.6646861492
73426,0.0293704,-97.2636947632,111.786901342,111.305885315,75.9605178833,24.3140379008,32.9482370747
73427,0.0293708,83.9820327759,45.1309822351,147.756561279,77.0778808594,100.118307513,88.111566823
73428,0.0293712,-9.93646430969,95.8370304653,179.27911377,92.4175262451,190.748379915,53.884113075
73429,0.0293716,60.0510253906,-82.6801821564,51.0391998291,135.085144043,42.7808412768,104.9930102
73430,0.029372,93.1808547974,52.2238656699,208.722305298,73.8241195679,159.82679867,41.4552776328
73431,0.0293724,-171.222946167,-112.349655578,105.304328918,184.83505249,180.095179228,116.950205096
73432,0.0293728,-106.582771301,-168.987962531,151.029800415,84.8646011353,86.3365464977,44.1162942996
73433,0.0293732,-173.908843994,14.1599090507,157.003189087,216.510955811,71.4751001476,112.641057324
73434,0.0293736,153.814498901,97.696831126,74.5184555054,116.867446899,155.72063113,192.248739972
73435,0.029374,101.473594666,-175.041261217,219.25553894,102.078399658,176.979998406,94.2010179508
73436,0.0293744,-157.863769531,3.46329281495,123.308547974,88.3911743164,81.4657906531,98.6239747042
73437,0.0293748,176.828536987,22.8984163712,55.2268028259,103.097038269,57.1377785725,89.5279217383
73438,0.0293752,174.625900269,176.014718915,109.178749084,75.106590271,119.728698073,44.9842600269
73439,0.0293756,-16.1215457916,68.7173789668,210.230819702,136.014694214,156.639033488,139.502930893
73440,0.029376,132.285980225,6.61992743968,89.4986038208,84.0951919556,74.9892982287,97.0163850347
73441,0.0293764,-96.0864639282,155.161467802,122.184288025,24.083190918,53.6900760698,72.5280119329
73442,0.0293768,-99.6427841187,-111.750111949,104.861808777,178.196517944,93.0204456941,102.433544723
73443,0.0293772,10.5207843781,-121.920291852,42.579334259,46.8187942505,88.0749863218,57.649788322
73444,0.0293776,20.9893360138,-111.816382857,101.202766418,146.812805176,83.7445404587,62.5332661842
73445,0.029378,-123.512588501,-168.799925015,154.207641602,74.3236160278,112.766508677,116.283678051
73446,0.0293784,48.1108398438,123.842755588,158.113876343,206.021835327,160.383737239,174.045414145
73447,0.0293788,-19.4056987762,118.05169745,214.26385498,127.011817932,88.3863598851,152.275856057
73448,0.0293792,30.2006702423,-114.027908757,145.890365601,75.0266647339,89.4197617305,60.2838735822
73449,0.0293796,-140.68371582,-123.723718078,120.503105164,160.62689209,66.7348123985,125.199179807
73450,0.02938,94.4718093872,151.779784149,132.774246216,69.260383606,110.54143589,96.3966065216
73451,0.0293804,-134.298553467,129.50382192,47.2016944885,129.711212158,26.9837070035,82.8662008819
73452,0.0293808,-139.596115112,128.80196106,75.1797866821,92.9623565674,108.507109816,28.9513427668
73453,0.0293812,-75.4836807251,-117.786950737,86.8331756592,148.677490234,50.3000200247,107.332378596
73454,0.0293816,-27.1005096436,94.105095012,141.421356201,33.8378486633,84.2611820422,92.265331909
73455,0.029382,-43.0169372559,93.1319171683,103.585708618,89.5600357056,42.8701809742,126.463680789
73456,0.0293824,118.706329346,99.7581267535,55.9017028809,168.077362061,104.953542126,119.053465349
73457,0.0293828,72.3596191406,148.535721779,155.128982544,78.7908630371,184.581663747,71.3057541144
73458,0.0293832,-31.4989013672,91.4099038323,282.842712402,83.0963287354,272.285027612,78.8241614087
73459,0.0293836,73.5717468262,-166.151856094,50.0899200439,26.6833267212,55.7695280394,56.1005270699
73460,0.029384,-79.0670547485,-48.7976687541,81.6884384155,133.544006348,90.7885094981,138.443159395
73461,0.0293844,-155.380599976,-115.106537371,170.836181641,216.584854126,180.703162658,70.0067443772
73462,0.0293848,-107.833938599,15.6226656452,140.716033936,163.682632446,134.582327675,88.7059851268
73463,0.0293852,133.011520386,-76.5130901515,109.288612366,60.4152297974,79.8065258722,35.9477134982
73464,0.0293856,8.21551799774,-35.2629569168,51.4781532288,165.849319458,29.9163014468,141.006904477
73465,0.029386,53.1550941467,121.683548369,141.650985718,110.040901184,118.527692435,111.221535244
73466,0.0293864,154.66355896,-44.2249489887,91.5478057861,91.5860214233,124.498052253,83.2589573304
73467,0.0293868,-67.2311859131,-135.374165076,159.840545654,153.652206421,112.897278518,114.996556747
73468,0.0293872,26.7766075134,41.926713617,57.4282188416,97.0154724121,113.820637994,48.3912968162
73469,0.0293876,-160.240310669,56.0507737756,67.0074615479,77.1621704102,67.1821452098,61.801476532
73470,0.029388,30.670835495,-99.7368471051,116.038787842,41.3400535583,74.4852994581,67.7908614397
73471,0.0293884,153.055496216,140.721142301,79.0569381714,106.775466919,74.0920398116,91.0524499222
73472,0.0293888,97.50050354,37.3554269447,63.5609970093,40.4969139099,77.4544035522,39.5422674145
73473,0.0293892,-172.286773682,77.6368085223,57.6888198853,123.98789978,78.3285162202,69.6206977614
73474,0.0293896,-133.575637817,85.2544709569,147.1665802,62.2414665222,56.6715503515,134.226700728
73475,0.02939,142.670349121,44.6181702637,21.470911026,263.51852417,110.731133691,191.748104454
73476,0.0293904,-62.4423179626,14.1047784402,206.167404175,77.0064926147,118.839114514,104.819521369
73477,0.0293908,-153.138214111,59.8448749544,105.702415466,92.3146820068,153.275912333,54.533993631
73478,0.0293912,119.170799255,80.4125799587,164.757400513,55.2268028259,78.9861814111,78.7070209761
73479,0.0293916,94.1577758789,101.332304757,212.228652954,44.7772254944,118.425446908,58.8754527954
73480,0.029392,41.9824447632,100.302420575,87.0919036865,112.89818573,86.0595800743,165.996980934
73481,0.0293924,-57.8227386475,168.153069514,80.7774658203,216.540985107,98.5851220116,148.491581714
73482,0.0293928,-168.322189331,77.3075556139,102.078399658,62.2414665222,91.0930423488,34.6525708183
73483,0.0293932,-17.7690849304,-82.1923219705,151.792617798,4.12310552597,168.09706449,16.4718896688
73484,0.0293936,-127.231842041,-4.40612378639,112.058013916,158.496047974,86.2921663405,142.615208092
73485,0.029394,116.551445007,13.8643704903,69.4622192383,108.503463745,106.524439239,63.1876359337
73486,0.0293944,-138.977996826,-145.588440387,152.463104248,159.380050659,114.504784073,160.611944388
73487,0.0293948,53.9658470154,132.339082402,13.1529464722,141.777999878,56.9889353549,146.051935897
73488,0.0293952,-167.691986084,-42.0393338131,141,56.2938690186,62.4287473326,64.7708935448
73489,0.0293956,-83.5023803711,-161.058696286,164.805953979,141.449645996,22.001557485,112.757110268
73490,0.029396,38.1699333191,-113.464579581,82.4924240112,110.494338989,83.1549788885,96.4200719663
73491,0.0293964,-43.4844894409,98.6645575451,120.253898621,70.2566757202,70.3410078434,69.8946397876
73492,0.0293968,-33.7163124084,-130.629664624,122.004096985,64.5135650635,99.2087242926,68.1321277857
73493,0.0293972,-152.911758423,125.204552295,234.718978882,75.325958252,145.430368865,90.5416966807
73494,0.0293976,-111.695419312,51.4886601809,75.0266571045,95.0052566528,3.19047815052,73.0288495193
73495,0.029398,95.3893051147,-32.6623983486,14.7648239136,18.0277557373,56.2528165904,6.42133502716
73496,0.0293984,-105.226837158,116.44368295,110.643577576,106.023582458,69.1454908397,60.9812108952
73497,0.0293988,123.996940613,85.758201422,91.8095855713,172.026168823,132.4851036,118.610854679
