joint_state,session_id,rx0_tracklet_id,rx1_tracklet_id,review_agreement,distinct_paired_visits,rx0_stored_top_id,rx1_stored_top_id,joint_best_number,joint_runner_up_number,joint_train_leader_persisted,joint_best_eval_rms_hz,joint_runner_eval_rms_hz,rx0_individual_best,rx1_individual_best
scored,scan-hop-3e5519c96d2d8fd9,sha256:c8941589425f5c56959c726f136d0a60188649a41c4f02e6b6c8cb9e4ad680b5,sha256:94aefcb10c8062b3a3e71d500f3e88cf6d236784c9a02e3050fe92b23c8c3a2f,same-leader,32,63863,63863,63863,63649,True,213.69574692854357,1252.176015747208,63863,63863
scored,scan-hop-3e5519c96d2d8fd9,sha256:cfcff97e7cf38bf34d1cb302b5fb680d7aff12b92cecd14f082b22f8a95220d3,sha256:20fd9e3e2a95d7d180e665bee368ced30d87ce49506ab612a0a1ff2d5e361154,same-leader,30,63849,63849,63849,48120,True,139.94037677975098,2281.10442104659,63849,63849
scored,scan-hop-3e5519c96d2d8fd9,sha256:fee36f53fefd8b9627dbbb6a0e7e16ab85da277e404b101aed99d86c3283f068,sha256:6cd968a9afc8bbc828280a91ba9c58cc7d1c02c7c88fbfdb6ece617eef31f14f,same-leader,11,62479,62479,62479,56908,True,54.50478572982118,451.13016603062493,62479,62479
scored,scan-hop-3f353f6f0c7a9852,sha256:07c66321c8bbeae7c2e0c931932a5b1364e273dd1fffde0343fbfd13d41b29c8,sha256:2c7b5c13e8d653396396d3855c44d9bcce7bc7ffa63db2005f3eb2a11b29f38e,same-leader,26,66226,66226,66226,54011,True,112.81160609423006,1224.382438512571,66226,66226
scored,scan-hop-3f353f6f0c7a9852,sha256:5c89f200ef05a7d5fce020e24b0648690e497cd386792564bb6e40c647e34576,sha256:5525592d606cc5845798be7c6dc7cf5f48361640b2f6c7b9bf711e85cb97c0c3,unreviewed-side,4,,67044,67044,48658,True,68.07252314241086,354.7591018424877,67044,67044
scored,scan-hop-3f353f6f0c7a9852,sha256:690d71438054239bc0ae4fd94f3dd8e890f255e3d80c6986f7fe34ae053346e5,sha256:f481497b993f462eb5327f9474df99e6b2a96bc4b753662c1d761a4ea55a5f97,different-leader,5,64484,59676,59676,46063,True,652.0811855486966,1188.7026405274032,64484,59676
scored,scan-hop-3f353f6f0c7a9852,sha256:6c78ebc1a191ba82a9760e62e98afb4f251c2f9839aec91d1d3f95a240cc7654,sha256:f481497b993f462eb5327f9474df99e6b2a96bc4b753662c1d761a4ea55a5f97,different-leader,9,46063,59676,59676,46063,True,948.8326604797209,1721.798783057561,59676,59676
scored,scan-hop-3f353f6f0c7a9852,sha256:95ebc1abf0cf78533b4f27fd9d8f50334194824b7a97e8e353cd643225f860f2,sha256:d1ffcfd987d3a85d3ad01b066058e6ee4755a9ea5a0956b7bc08ea24bc8eeacc,same-leader,10,66218,66218,66218,48658,True,149.37076038567454,1230.1673056624975,66218,66218
scored,scan-hop-3f353f6f0c7a9852,sha256:a150a0cace5ed91690b7f5e251a31eac3fb6d90aefdc008fd8c8ae0e4da4fcda,sha256:d5b9eda169a27b5041b7acdac9249610ae85d0030399317c5f1224313ade3f1c,same-leader,42,58437,58437,58437,62275,True,143.99712649922583,2418.2801925101526,58437,58437
scored,scan-hop-3f353f6f0c7a9852,sha256:d3853aaf03d9ab605d451e0d1b3569199e117f67855fce9a3134a8f3bbd1dfaa,sha256:5bbbc9cec0cad1c66e6cf5656ee7f483cd483c874899f9a5255e3d46974a24b2,same-leader,12,64484,64484,64484,46063,True,139.48037000791228,804.7777017757181,64484,64484
scored,scan-hop-3f353f6f0c7a9852,sha256:de374dc6df55e19856ae3baaeec442a1d445fe058f4a8ecd16892001a3cc9161,sha256:e4d3b670315ee824a0686b5c241bbd2a07c7be67e8a23835b39dc347759dd7b0,same-leader,31,66230,66230,66230,59670,True,128.2497327014432,925.5231841663285,66230,66230
scored,scan-hop-41e7ed10d3d52cd1,sha256:33a70ddd91116004cdeddc84453001553abff747752b1f7090eddc062818b5e0,sha256:db0c5740d37caf1efd756f54b030d492fe9791c4c12729048067773dc52abda8,unreviewed-side,9,60270,,60270,59497,True,63.94431993741948,353.3506816689077,60270,60270
scored,scan-hop-41e7ed10d3d52cd1,sha256:459e7d02870bce093211837e3e9272c3d8e84c3dab829d0d7d6eddae6d468e23,sha256:202256d99ebdcb9eeb9cc95b4b0a203f017ad6468a9b114a7d3d808848749475,same-leader,15,57477,57477,57477,55486,True,127.3138270246421,2873.8753483990863,57477,57477
scored,scan-hop-41e7ed10d3d52cd1,sha256:7149c51d3bdc24b6cf3e1c6c04721a16e497d7df688abcbcdaccdad243b3b51f,sha256:cb886f29f76b027369df612c92b6c85f57901dfae1578b4d0531c234c73cc933,unreviewed-side,5,,65927,65927,69953,True,134.2429650624284,465.3121679297398,65927,65927
scored,scan-hop-41e7ed10d3d52cd1,sha256:9dc0dc18b8eb50dd5f79c9bce2ff26f59cdfa237ee50bec3400ec177f060af0b,sha256:00ea691a15cdec9a428e95f27a0a80100af922f43f8ef2062ef28c98f4b7f996,same-leader,18,65927,65927,65927,69953,True,148.07306175870312,1797.8368974183381,65927,65927
scored,scan-hop-41e7ed10d3d52cd1,sha256:a9a5a3bf6244ec7fcc4c270d20dabc6f210caba112bd2ff39ec15f7004c379e5,sha256:bc4081b6fd219a9b371ceddea5ca123112f21b8f9976c49bfb7d0d59e632a52e,same-leader,16,62047,62047,62047,48094,True,212.40888531872278,414.67209217848375,62047,62047
scored,scan-hop-41e7ed10d3d52cd1,sha256:b87b464477037f058297db51ffafcb8544b2262b9281a90af7482113900ffe61,sha256:44bcdbec8a388f0227047b6f401357c2ee75e837e27dea7f46e05e1736d1883f,same-leader,8,62047,62047,62047,48094,True,206.88975016582395,336.20669041213125,62047,62047
scored,scan-hop-41e7ed10d3d52cd1,sha256:c390dca96d5f5c48a082f7ece03862b88913c904817139e6d1e7885418745efd,sha256:7b2ed3c67f8e39f27e6a94ac67f02b3bd71c68db6189d054e06c2dc46a5a79ef,same-leader,12,60281,60281,60281,58103,True,132.88532695168874,1631.2757720374657,60281,60281
scored,scan-hop-41e7ed10d3d52cd1,sha256:c53014393607e4605abd8eaaaf0e143fe794f681204a1c8669e1b3c5c45bfb39,sha256:43254de72423c358dee9d3e6c57e95e5d48fc109c3407d8ad64c55b72d60ce77,same-leader,10,58409,58409,58409,52832,True,138.92648086412552,1208.878149041316,58409,58409
scored,scan-hop-41e7ed10d3d52cd1,sha256:c6c0465ab91ffc3c0ed56c2a870b9442604b905bf254a4a3218d6a0330bac60b,sha256:43ed3b2540292c6b9424bb26cf407a68c7c174ba3511394dacf335b90da1192f,same-leader,29,60296,60296,60296,64127,True,175.2078377944614,2316.248407845812,60296,60296
scored,scan-hop-41e7ed10d3d52cd1,sha256:daafaed0bb70f3a9646267fbbe0c4d318f34865e0aa9f914d546f48f63dc5b06,sha256:fda342ecf4157ac57ae19a088b12e9d3ca53559ad11773a392ec269a2c1917de,unreviewed-side,5,,60281,60281,58103,True,113.888262320806,1222.5393352096526,60281,60281
scored,scan-hop-41e7ed10d3d52cd1,sha256:e9d1e2029b5a0b23b1282c2e000b4167f960792e3d44b58298e4922e1a71a5d9,sha256:01befd4450ea1226ee76e3d9ff624d27e2f543845af73d79ac766568c1716fe3,unreviewed-side,6,59497,,59497,49744,True,102.86943680995354,147.06296137411925,59497,59497
scored,scan-hop-41e7ed10d3d52cd1,sha256:f019bdefd1aabd06446f0ba74f5c93b53252e237dcd57a33a403e4eba103a4fa,sha256:9fcd04ce02e352021d5a58aca96ccf035f4e763b9cfe09f7b5bf7a626f18cd8a,same-leader,17,60270,60270,60270,62223,True,173.87068179437668,2208.215173907302,60270,60270
scored,scan-hop-42d1a88adb94e628,sha256:1ca58aa1dcc2710238faedb0bd444fa951222c4ab9e1ec2f3dd7b1ee3534a1a5,sha256:4371d2bfe5e09763765ba6ff27b1806e6cf086b37449ab721e081ca3a2a7b0a6,same-leader,10,47814,47814,47814,66589,True,3096.7546150201633,4661.060096329759,47814,47814
scored,scan-hop-42d1a88adb94e628,sha256:2ba5e7d0dd3c6bf25e9f47823bf14135f05da7b494a78134b685cdd43eee4238,sha256:5f3c558af10233e5dfcf1d13ebc58f55c06071638da6742eb53ba3af4115b40e,same-leader,9,66075,66075,66075,62273,True,85.1903411040619,661.336321195406,66075,66075
scored,scan-hop-42d1a88adb94e628,sha256:5470ff42fb29da1ec4a4a1edb637e66a128db1fc4972b7dec390c8bb446e0b78,sha256:ec5363a39257be27a44a96a3eb8e2cd6ed5ae52cf6d0a8d5933d5d1de3665a82,same-leader,15,66574,66574,66574,59703,True,61.754700222915176,317.92638838811246,66574,66574
scored,scan-hop-42d1a88adb94e628,sha256:6577ad3063524122ea68913ff75c21f3d48ce0fd2ae6f688c0cc3a31f83688fc,sha256:9270ddc17c14e8385a699bb5780714fc911d0be9708955d682ad56f7fdc3bbdc,same-leader,13,59703,59703,59703,66574,True,106.34828820778536,597.8572778511625,59703,59703
unsupported-empty-candidate-union,scan-hop-42d1a88adb94e628,sha256:79ac27d004561cc34622fd6f436254a26be08e0a7858f57ff3725e88ee8ed354,sha256:62a7270011eaf586430551271c3ea1557ed1221d41df7563772bbd75e328ce1d,unreviewed-side,6,,,,,False,,,,
scored,scan-hop-42d1a88adb94e628,sha256:7b8f6cc0aa337b0ce60ba06907817b9f21ddd02d9a22ca40cf3319ec98ba6685,sha256:3ba0c57d35925a2ce2329511fe54c700e6c4dd6de87e8cbdafcd9836296f70d6,same-leader,18,66574,66574,66574,59703,True,348.2609483527676,1098.0486008114826,66574,66574
scored,scan-hop-42d1a88adb94e628,sha256:b2cdbd21bf105223ad63bffc5881353c9b5c2e42e9df2513c5d567f4927ce87c,sha256:4418def29607f2d5a249bedb7186f7be006289691adf652ef388a526f5ec9906,same-leader,13,47814,47814,47814,66589,True,3249.787869253022,4728.665213226514,47814,47814
scored,scan-hop-42d1a88adb94e628,sha256:b43838a59ef48fd21602f44ed937be8a02bec83b01007e973c59ccffa995ff9b,sha256:b7fd5a5e027fd96a4db56a56fbac53d16cf5641a0dc52faf082e9d8c8610574f,same-leader,9,66610,66610,66610,62273,True,77.1522862079076,756.045370199761,66610,66610
scored,scan-hop-42d1a88adb94e628,sha256:c6c357305c4fedb790f5f1e982bcc60806657a4c608843690cef504715572291,sha256:750457fbb2b45eac9266ef6e82ba00674cf5580a87060211e6bffbecd9e92c9a,same-leader,12,63442,63442,63442,100450,True,118.21119284145024,1577.5519374770893,63442,63442
scored,scan-hop-42d1a88adb94e628,sha256:d8383cae282e9078b601de898e180494833678c85f016cd6461f2b89e0b1dfea,sha256:4d6508cc6564b553c8f62fca8a21140aa495f8465cec88d33534bc29a0c38f32,same-leader,11,66513,66513,66513,56324,True,994.198799072392,2036.7889624612926,66513,66513
scored,scan-hop-42d1a88adb94e628,sha256:f984e67c9f1990cd998b64f91c48783a22c7b52c57325481e8296f867f1a757b,sha256:c15cac76a300102fcbd5fe120b02cdb91bac1c9ed1d830bd67c8f266f684e477,same-leader,4,66503,66503,66503,63458,True,75.46967593509902,3366.790584597249,66503,66503
scored,scan-hop-45b6c11838a3e033,sha256:0f816c16d30a1dc739d9b50f21bcb9c11fab49f55008010063633ce74e785934,sha256:b573194a52cee5ab91d03b94e05e435fc27a32f636110feaa1d9296e86918cf7,same-leader,12,57523,57523,57523,100284,True,100.40603457227697,1036.240366782659,57523,57523
scored,scan-hop-45b6c11838a3e033,sha256:0f816c16d30a1dc739d9b50f21bcb9c11fab49f55008010063633ce74e785934,sha256:baeaa8c712812c6a3e69812e5fdcf6b0faafe5ce743bcffc1348cd7d0ea012b5,same-leader,5,57523,57523,57523,100284,True,106.15657365607925,2130.406564219915,57523,57523
scored,scan-hop-45b6c11838a3e033,sha256:1b6563fbaeaea4ffb0e6a6e81c05e9b8492bfd939e4c9f5ee978edd308fabfb1,sha256:efc0b8f2a873f4194aecbbd5b5a67fd6c793e37825fe98e80883eb010b76a515,same-leader,13,62316,62316,62316,58043,True,151.16611733312902,209.1130658416906,62316,62316
scored,scan-hop-45b6c11838a3e033,sha256:279b0d5a510ccc9578ae046b5fd33944a51139181c5d00eb9c1f8b35aabb4f4a,sha256:b89cbbcd9677872d24d1f2e0d7984705cc947f20ca251201c59b4258266f7d44,same-leader,11,62316,62316,62316,59947,True,54.473233900172545,251.72171035697014,62316,62316
scored,scan-hop-45b6c11838a3e033,sha256:2bed3c6347915236c90608c4719bd970aff92ad9239cd052b70aa4f6041fc15b,sha256:fd8ecbfeaad7e703871178103f44914df0d30ee2a4aa0aa866d1a06f4426d12e,same-leader,27,63641,63641,63641,62522,True,139.17101177779355,3547.702696365807,63641,63641
scored,scan-hop-45b6c11838a3e033,sha256:3a2a96d1af9d9b9ff52e3d9a8715a68a3eded5430927d9ec5bf5db68a267cf67,sha256:3e0d1ea151bf5b4678255a6fdd7f19e2ba66ab11d6e174a7778d3f132bb4f6a8,same-leader,23,63659,63659,63659,59009,True,77.94664624292938,1020.70184768454,63659,63659
scored,scan-hop-45b6c11838a3e033,sha256:4733ba27c71715b3066b34543101c7706a71a434bdb63baa804c997380263a5e,sha256:97fb87194113f7e059abec24882f530b196b262199d448479bd591387b2d0c23,same-leader,10,63659,63659,63659,59009,True,61.17793603265635,886.7380504039337,63659,63659
scored,scan-hop-45b6c11838a3e033,sha256:4bb0b585c506c5211cb80e72e2b18f15915f0421b71260dfde9f9daf81a989e6,sha256:f2aebb025248191b92e3567197641b327397fa409d3e6b90a32266eedc2a9d82,same-leader,12,63659,63659,63659,59009,True,78.62084665884629,306.4270996893312,63659,63659
scored,scan-hop-45b6c11838a3e033,sha256:5a330534f1b93869f15d74f9db393c279d10655c3e65c859db57816d8bfce721,sha256:989a5e170f7df16286536ec050fd6c8eb286ac34fb5969b422a633eee98a5eae,same-leader,26,59404,59404,59404,52464,True,87.75906337782656,3355.4906126337114,59404,59404
scored,scan-hop-45b6c11838a3e033,sha256:810a4102fdfc76fedd09dd7a101fefde58b64d85435124e88b5989a074894f49,sha256:1a72cafc7a21c422f36cbb99b917f135341dc94f2140ee3b3159774b7013c275,same-leader,14,66275,66275,66275,66469,True,115.60991387388981,1618.1448670686768,66275,66275
scored,scan-hop-45b6c11838a3e033,sha256:d16b921ef25dadd936655f8cc32718472808cd0d34982d95f9cbbd6c9a30c560,sha256:1b510c5177122e5f5990ed4eb5a3c4e8cd5496eaa255d8a51baec02f8afb0f4c,same-leader,15,59404,59404,59404,52464,True,77.71045916216212,2411.484947428573,59404,59404
scored,scan-hop-45b6c11838a3e033,sha256:e659f3fec8599df9e9e2bc621712dcfdd4db7ffdccadf1d73e2cfed1a601bc20,sha256:256e5a99ba3050a5aa27dfc9030f5318d5784f8888eba8767025beac8cebb7a2,unreviewed-side,5,,57523,57523,62993,True,106.91530766240169,415.31781001460894,57523,57523
scored,scan-hop-46ab481b8e0fa04a,sha256:43742300dd984d1d5bb5072b2ed4855a12d507be7a7957e782376c1b6f550eb7,sha256:957dac84c48bc04c6f2f17f9e4b9ed352d9747e3a563e9d2958dc1effcb8d674,same-leader,18,100619,100619,100619,100620,True,109.78429950259448,1328.8999267803733,100619,100619
scored,scan-hop-46ab481b8e0fa04a,sha256:82d8729760013d2e753bd6d06b6882b05e9b340035031399257c172ddfda55ed,sha256:558ebda7e715ea2038ff687644bcd43123f2fa211145215e0984d3f6c813b65d,different-leader,23,100285,100620,100620,50834,True,5009.69880895603,6514.32104038231,100285,100620
scored,scan-hop-46ab481b8e0fa04a,sha256:9a4b073fa7c9aecddd50a295e8aeea905f69767d0bd1a530e34057c7e915b19b,sha256:83a432b12c63035664bacb36d2b6357cb2d969644e7eeb26f3fd8c4bbf44f8e2,same-leader,7,100620,100620,100620,100619,True,144.97477970435045,5192.914231107876,100620,100620
scored,scan-hop-46ab481b8e0fa04a,sha256:beca349772f627ad11663ff44d3fde9a8e6d6fe2f2e6fb6f19851eecce052cb4,sha256:d50e8d4f7f1825dee92939ddfcd7eb21142b6436ccd542db9e79f1d8a795fec9,unreviewed-side,3,,59578,59578,62518,True,49.49348833728132,107.87904938100074,59578,59578
scored,scan-hop-46ab481b8e0fa04a,sha256:c08622f196936b2c519d0d7c670411d5ee5361b8d565660cba7f8c422543e75e,sha256:6d788dfb10cd506547142777092ddd44eda71873ebf23203729fc1fcfeefe4fc,unreviewed-side,6,,68027,68027,50851,True,85.10889078285334,1166.6170463432636,68027,68027
scored,scan-hop-46ab481b8e0fa04a,sha256:c0f0428d75a32c9e00366b70f38d7b54d96bb9a371c49c4a0129ce535cfb3711,sha256:561eb581f8fdf52bb8ac04f704eaf49fd2d3be67341d40ef4565350a022b6bab,unreviewed-side,3,,68015,68015,100277,True,75.17945064657657,1075.7246845337568,68015,68015
scored,scan-hop-46ab481b8e0fa04a,sha256:d1817194730621ae5806a32009576bfabba95c7677d76315b79d9667db8d2d31,sha256:2fb30506fb3ace1f6bb79211628c6fea5ff974d3d7895cd7c697ceb9272a06d3,same-leader,10,68402,68402,68402,100285,True,110.86966454614031,426.37660957508086,68402,68402
scored,scan-hop-49071904d91ca6eb,sha256:0135a919101e85798cb19e7cab3563da92b73991b013df0596a98ad1cfdba90e,sha256:9f93b46da1467b28c18d20aa0e4dd97c0872c31219a5ff5f36becc233ed2e13c,unreviewed-side,3,,65378,65378,66875,True,148.00971711910458,508.14140074410835,65378,65378
scored,scan-hop-49071904d91ca6eb,sha256:07c37d1c09947f7fff6137852396352851c5cb507b05589f2b41053194dfc4f1,sha256:f44b432c4acccf2acad13eddf4017850b471735a7e41e39634913f6469892cc1,same-leader,8,56818,56818,56818,57867,True,115.27606607264397,1194.6985195411894,56818,56818
scored,scan-hop-49071904d91ca6eb,sha256:191ab1f0cb820797e72c230606ae8f99f78107c03376a4e5c2f55d3880b01b01,sha256:879f33e09aac3f947eca77afffda86694100a786e0ca4d9d6fbcbf14be692468,unreviewed-side,7,58539,,58539,66852,True,33.219553482249204,816.3597620298235,58539,58539
scored,scan-hop-49071904d91ca6eb,sha256:875151a6269d80955f0caceb9f9ea56b38e2a0729084ed54069ec1b4b0adb889,sha256:307a94627a452fe1690611213cae3ce8ee113aa2b642b5594a078960217631d2,same-leader,11,58542,58542,58542,62604,True,102.33212776978483,2005.0320591116056,58542,58542
scored,scan-hop-49071904d91ca6eb,sha256:aba06501cfc411a42a62ff6ff461d16efd0a62c952b3dc8e2fc6240d47689f76,sha256:fb2602f01c54218df75800d57c450405495f1decbc5069be6ecc9962c572ee07,same-leader,7,58542,58542,58542,62604,True,107.94417852597033,2525.584838287016,58542,58542
scored,scan-hop-49071904d91ca6eb,sha256:bdf630aaaf4f3c86e851dfade36c6139f80c32398ad2286071e40412b04e8158,sha256:c7265c4979247eca01fafacb959e22ed949b7a03df859c9ed506d176c7c5a9eb,same-leader,10,59542,59542,59542,61010,True,93.7039765765953,931.4587032278583,61010,59542
scored,scan-hop-49071904d91ca6eb,sha256:db12c6730fc9d60d0a376da328e5d1dec889f54850871403dd97109677480b2a,sha256:72c1f9eba55eb4bdae941de15da021e4d703bbb0b089dbc1da1cc21db8d511d6,same-leader,19,66852,66852,66852,62991,True,105.31869888181748,813.0856996077157,66852,66852
scored,scan-hop-49071904d91ca6eb,sha256:efe212099ba29f2352c244a9070e963d97e40716225d75dd5916523f2863ce97,sha256:40e18106321289c5fadf11d79fbee15a7eb1d929c2ff135d5782fe1570c974bb,unreviewed-side,6,,66450,66450,59494,True,69.16698980429238,679.3787635978889,66450,66450
scored,scan-hop-4a3627c48d2dfd35,sha256:29a17cf9379c7bc49c38fb0711586bb56b6493fe0e9cdd45883c76c8f1fcec0c,sha256:994f8103f4ce8918ee891231f797277053e59599021d22a7ac1d2956404dc102,same-leader,14,67797,67797,67797,56321,True,86.7114159014134,1178.1047089243825,67797,67797
scored,scan-hop-4a3627c48d2dfd35,sha256:320ac349b6ee909f62c3504925ce39bc590737f8dbd38af7c26fe0662265ba55,sha256:b946b2d9a769fef2df137c53fab3f7007e87be05ef0c556a9deed53a2af6871a,unreviewed-side,3,,66611,66611,53420,True,115.77430468428192,713.300647200522,66611,66611
scored,scan-hop-4a3627c48d2dfd35,sha256:3eec7667e8e3e952807dc5fb5e32f853c09fbf781f2aa6822ca2fa5663bc20a3,sha256:ad7baae41ba40098c56668a15d1262ba33941b46abcacb2724c7d9ef4873c44d,different-leader,9,53420,66611,66611,53420,True,282.0147943065983,380.2137493884801,53420,66611
scored,scan-hop-4a3627c48d2dfd35,sha256:4f8b6b686c985cf17425d41f1098e87afddb94d8da040093260af188301b9f38,sha256:f82d8ce0922c23bc6589a4df4d6faecd5ecd3f363bb7a02db779695e43007264,unreviewed-side,5,,66615,66615,56361,True,121.03384184052476,210.32490951644746,66615,66615
scored,scan-hop-4a3627c48d2dfd35,sha256:63d6bc126983f1679e22ce11ce694dd72df5797a515453dc74f6a6776e6f7a0b,sha256:d47f354f1de18ab793cc9834396fa64e5fca2b12c67cdb0f0fc425b9f64ad8ca,same-leader,22,66576,66576,66576,59153,True,124.86464593137953,2021.9361540007576,66576,66576
scored,scan-hop-4a3627c48d2dfd35,sha256:682efd80c1c9979bab8cb4d94035a4d3b6dee99390844e0fd9dd8958db343399,sha256:b6ebaa193d1e127cd784b9ed304ce55b9c837d5741df5e3f8cd255f417092897,same-leader,20,66576,66576,66576,59153,True,117.16272775228906,1721.414445220374,66576,66576
scored,scan-hop-4a3627c48d2dfd35,sha256:7781a1d64d2f75a5e03dee82105d1f37e22bbc47c755792e2d736881ac01a55e,sha256:cd3de4321f2afe77c6cb7319e0495ffc86c993bf0407ad5174c845771ab9f6cf,same-leader,5,66576,66576,66576,62566,True,110.3399240130318,949.1414162030352,66576,66576
scored,scan-hop-4a3627c48d2dfd35,sha256:7c29d8a621ad0be4bf5ed8dd4085616cffebfb4789dd8760d20241cff57de058,sha256:4f2b5506e23b592846b484383c0d6d5bbfd5e544103c23df2cf5d15e7dc49ade,same-leader,6,100416,100416,100416,53420,True,515.9484273167204,3668.2594427372383,100416,100416
scored,scan-hop-4a3627c48d2dfd35,sha256:8b51e1e6c4894978091441d0a2171caa952f682eb48c21de458cf581a1e2d932,sha256:c2504691811d8debe6fff6c33d437914b435680eee4930ae392a3398d88e4cbd,unreviewed-side,3,,66178,66178,56348,True,77.77865505804023,121.15649216192371,66178,56348
scored,scan-hop-4a3627c48d2dfd35,sha256:ab469b51730d69d06f9db439e7eff04e3dc69a1dbd3f2f7665d96b353e8091e3,sha256:b0062af02e26407b5970e66411ac7806710dbf90df639fada086de3766b742c9,same-leader,14,67797,67797,67797,47844,True,108.29513376023769,890.6843325496947,67797,67797
scored,scan-hop-4bcf0368b9786e20,sha256:2dd6b35f772d237474947c7d67bd5f854642cc43e479660b49d1af830ac123fb,sha256:6ce22fa19b9c63bbaba7a690cda1364199af2b7c1ab30ecf885ece31121b16ec,same-leader,27,62899,62899,62899,46051,True,130.84514460911717,1956.8992587245677,62899,62899
scored,scan-hop-4bcf0368b9786e20,sha256:2efa06dbe8a67cfb819af37ab7063b967676d0e8009e54475b5da7c13e330c87,sha256:6bebca131f5b3c43617ab0404e76b61bc8e7d0b41182bd91116b7c0db9145445,different-leader,28,67319,59667,67319,59667,False,166.10329946298344,151.718909562335,59667,67319
scored,scan-hop-4bcf0368b9786e20,sha256:5ec48af36c3a409963aaa1d7e532b53a4ede4e28a43fdaeb7e67bdb04498f0f4,sha256:fc6b816664574fb08871d5a8848846c533f0ac60270c40bbdf9db570bcd62dcc,same-leader,13,59612,59612,59612,48648,True,103.04897756556649,1360.9539286993222,59612,59612
scored,scan-hop-4bcf0368b9786e20,sha256:7c17218e14b8daecde858ae4ccfaf83fbdc726170cae91c4c83381d6efa5a6c8,sha256:7248d0922338c6196c6e749d8fdb18edb185950f0a4965410eef3af8c9632e26,different-leader,31,67319,59667,67319,59667,False,152.53903569963526,135.93721311830348,67319,67319
scored,scan-hop-4bcf0368b9786e20,sha256:801ceb18fe79aff9ab48b1894ab3d49a1b5909d321060bba68e068c556b8c9b3,sha256:8644fdcf5671599b352b504e2342c3636cee4b236a7c0a3dcdcdb200a0f96db4,same-leader,10,67035,67035,67035,67328,True,108.37748285682716,143.66826074648029,67035,67035
scored,scan-hop-4bcf0368b9786e20,sha256:b34c406ffedb0887b360e93cc74b754c86fc1a7c8925cf4f64dc652fd79f8e1c,sha256:ddcbd1aca45acebf53dc90cc786e6f58f8df687db7cc970a648f2c0c45a62fe2,unreviewed-side,5,,63705,63705,62231,True,86.77653945108679,202.0601938274993,63705,63705
scored,scan-hop-4bcf0368b9786e20,sha256:ed113294aebd59e5afc22b39f6374775d4d81f63f6159594617d8366f6104ccf,sha256:60beade5eb3d907d83a9837ffe6b30a7f7b04253ece7bd35784f8e22ee3f824a,same-leader,6,59654,59654,52333,59654,True,101.61040011574178,123.44289315921962,52333,59654
scored,scan-hop-507871d56b05b1df,sha256:1765d3b6d0b9192ff3083b99a9e184fa959b996ddfe818fe78b320c778b36517,sha256:fd7971b68793ab88ddea5799f456ac98ccc4be4484f24c29dc934ecf5012e06c,same-leader,10,68822,68822,68822,59758,True,104.01397516164918,2198.3328074841343,68822,68822
scored,scan-hop-507871d56b05b1df,sha256:18465a24d749740fde1ad5d134a34d60b4c30d2a33019fdd802146ea5af5d217,sha256:687e3bbb04ad6282e5d2f4530cd6e1ceb8764f3e5fac9830673bbbab6e3293fd,same-leader,15,59671,59671,59671,57634,True,446.5817441551009,526.2950152077079,59671,59671
scored,scan-hop-507871d56b05b1df,sha256:666826471dffbe5676ecaa877269afb6774fa987490545a6d003cdc3955df7b2,sha256:89bb47df0d1302efb86b6bb6c5b85e3cb84b9b50d4a6c9b3e79b760f3fb70539,same-leader,21,63844,63844,63844,55586,True,111.22740898245135,143.80054532984082,63844,63844
scored,scan-hop-507871d56b05b1df,sha256:796881482a08921ee17c07f4de38102131251caea7d60dadcfa2308cb8b5acd3,sha256:7720ea394777772d626bfbbffc3b5ed48b4d48237e3fb983fd63f1ca67ce4bcb,same-leader,6,63637,63637,63637,47824,True,173.9280015195591,269.4280261672964,63637,63637
scored,scan-hop-507871d56b05b1df,sha256:79bb3605e8dd79088950834697e65ada23404b7c5ddc728de5e537f82a442b43,sha256:9fbfd72cb4efa6084ff69b57d91d3458cfa2a5eb4b68b7fa3c9fee1926bafb60,same-leader,16,59203,59203,59203,61705,True,150.44013811799783,726.302398910953,59203,59203
unsupported-empty-candidate-union,scan-hop-507871d56b05b1df,sha256:a06e7765407c9b89860fcb49036a14c09f9e3b4a7f73c9f1facefcc82fcacb9c,sha256:6c1dfb7050705bfdcfd68dfe150f37818650695e8baec72fff18f0e106c299d0,unreviewed-side,5,,,,,False,,,,
scored,scan-hop-507871d56b05b1df,sha256:c3d1370cb259189e6212857a734c062da77fd131b85843add1eddd5beb397c14,sha256:04df7b6fce8d8dcb762976bb9832cbd576822c50b2dc636b5a70bdf24c494e2f,different-leader,10,68195,65225,68195,65225,False,308.54636441325596,296.6375962092414,68195,65225
scored,scan-hop-507871d56b05b1df,sha256:d19752f8ece82bdb94645e6004d89bf312071c5203eb6986bf4a7af675081514,sha256:6c5bbb2e5afc0026f268dd5f7dc100ed841037aac4ba216685269a61e66f52a1,different-leader,11,47824,63637,63637,47824,False,134.1197730017696,120.13027610756946,63637,63637
scored,scan-hop-507871d56b05b1df,sha256:e3245deb1e3a353d07db7badf0873b817a746acbea587da2e2c8f25e6eeb3561,sha256:d1f7ade50531c22d3c7cec03ba5830343a8c20d3f50eefdc8dc45f1ab03130cd,same-leader,4,59565,59565,59565,69679,True,152.50033779730146,2459.631530791297,59565,59565
