session_id,episode_id,norad,channel,edge,points,span_s,azimuth_deg,elevation_deg,training_rms_hz,heldout_rms_hz,position_sensitivity_hz_per_km,truth_displacement_signature_rms_hz
scan-hop-dcde2d0e850011de,sha256:04d5c3d170977b5394769e48ebc320e75e5b1e7c6333be7308c312a6fbab1d84,66362,4,upper,26,25.228079914000006,306.76437411893284,79.42985838350687,111.80400125622322,94.21192396105732,19.299781131008714,72.66912605820797
scan-hop-33a509c257e5a914,sha256:461f14d31780053aa2648fe427d1f3df13b00b723417abaa5cdfc76481b4c47b,57467,1,lower,31,28.098685543000002,57.47917220836587,84.3611806404223,23.87093092526071,230.31291555149704,23.837903176855626,93.75471429236124
scan-hop-33a509c257e5a914,sha256:41d60d1733a6018bc97107b9dab0cabaeedf241c2840951865ac64404fd4aa8c,57467,2,lower,38,32.37863541600001,78.33923894558185,81.83708129731673,44.35052813662747,304.42993508978003,32.945731781783486,117.8780129510598
scan-hop-33a509c257e5a914,sha256:f866f6f20bef3124bb08de27843bdc706ff6208d39228e3e44a694d419cfcbba,57467,2,upper,36,31.62263892,73.04068691558108,82.76652297092085,25.96068116333188,329.3711474511146,30.640977137451234,111.10100494658441
scan-hop-33a509c257e5a914,sha256:27b9ac5f9e51837c9e8a16f0154324a44d74752d45b766d0fa5a067f3435f47d,62870,3,lower,36,27.840051756,27.258535306407055,87.34508164411697,76.60574141495306,71.29765614965916,12.640558677860717,33.2731383157628
scan-hop-33a509c257e5a914,sha256:c3a40413958734dcc3a6df68e71b5ca8fe9ba434da8d2522437cb88bbdc641f2,59676,3,upper,31,29.342712380999984,322.6984766514615,84.14006440390588,29.39647449820274,171.55465596917384,14.970736429703011,70.45745844014887
scan-hop-33a509c257e5a914,sha256:6048bf19bf8dc5514de008369080a1106b5150689145cccda2a18d7c4e461e0f,62858,4,lower,48,39.344066534999996,205.0893419346555,86.43763261002464,85.41600397842161,39.60650806388946,24.2850502221907,34.29396100237489
scan-hop-33a509c257e5a914,sha256:1f078ff370079ef146c67de12db4edfd771445533e2806487ae3d7642d9fc0e9,62858,4,upper,45,36.82807519400001,225.68188043852848,86.60601962350559,86.99493909351769,37.03398410949078,21.05728970429435,30.61072078020911
scan-hop-bcd8d20ced9c3968,sha256:0698d1680994edc2d4ed113a5c3e2b617e6df5f0547ec6ca4273fb8cd6644e33,57462,1,lower,26,22.538626682,261.9150784381652,79.85364867003331,93.9951989443849,265.90714083758417,24.53546319048746,72.4226574579047
scan-hop-bcd8d20ced9c3968,sha256:0d0d3ac6f2ad095ee35bb4a463e8a1e7a60eaaac794734337d01adb3d21f3a1e,57462,1,upper,29,24.050639707000002,261.2587447695768,80.02963552957311,148.06644000935543,212.70808319316194,25.15270836884524,74.01845217394603
scan-hop-bcd8d20ced9c3968,sha256:1f6bd4afd862cb7aabb692dd6e5a83d4cd29bcbc6f121a702727033540f464c0,67992,2,lower,34,33.263954297,125.34869391673713,74.35605699858891,76.15101267181815,184.96089925982068,38.429973566346334,174.201037460645
scan-hop-bcd8d20ced9c3968,sha256:86afd7018858fa7120f6e6425660a2537ca4e5ed02b0d2071578d1373ba37913,68751,2,upper,37,28.865308029000005,114.50977909134285,87.60474893660806,103.17912559176267,89.97778006561552,14.907798315937864,60.45230255247287
scan-hop-bcd8d20ced9c3968,sha256:cbbadea8f833c0e7eb17244b7b40c0143a0f5b65f6d6cbe1e6a2b081c09319be,68509,3,lower,22,20.040821268000002,209.84302001741028,69.3544228579867,136.01006819262986,1064.7500523759325,23.265331772605162,124.2077346994542
scan-hop-bcd8d20ced9c3968,sha256:d0e1843800e6874b167b3d8a8fbf34fb0563dcfe52955434d297dbd479609b66,62873,4,lower,32,31.25087809499999,223.38386510365234,78.99432045685455,337.173669235909,258.1029045052658,22.243614668146677,107.45605190991381
scan-hop-bcd8d20ced9c3968,sha256:cd5e392addd77435ab07708f286c6f37be94ec537f860aa1029cf05e7903d909,62873,4,upper,27,26.210752694999996,226.30888074886514,78.98268457673548,257.6738810643795,163.4530451698447,17.895575180346803,91.72697680745624
scan-hop-24e4b051b0fbc5ca,sha256:18ff5ab509594204670cb18855343f039616c2b2153e631c02e9d9cfc3b94f34,60413,1,lower,34,32.488093797999994,269.2409838392478,78.50316249477139,275.86698533704896,341.44985919885363,43.44712699174072,255.77051625092332
scan-hop-24e4b051b0fbc5ca,sha256:b0258957eaf59474c77d222c768a9b0a599180736849654dc80e864123859651,60413,1,upper,36,35.51876217899999,281.52913596695873,80.53253788813939,243.2180103917883,221.7435189034603,36.62179116108497,203.31307400647918
scan-hop-24e4b051b0fbc5ca,sha256:597b2479a1642ac14d559542d751191a0c539bfc550e646666c668ed062a46b9,100304,2,lower,32,30.648058043999995,124.55278357181223,85.84526000186128,25.086986812601477,98.95663239583389,21.89153124729835,70.33491514560338
scan-hop-24e4b051b0fbc5ca,sha256:e631139ad501c4f41cc39232c580b38610b1ebba1c6256bbe8d924c8359eac53,100304,2,upper,34,33.91874681499999,129.58416186006176,85.39860507213682,54.61105919699142,132.97144268929492,28.503115730166236,92.56936878330703
scan-hop-24e4b051b0fbc5ca,sha256:fa8035652e37bd939f4b076c5e78498a053640f6a3d0771bc9fd0d56fe2882fe,67990,3,lower,41,40.31257245200001,208.95172408486332,84.56514285206849,56.67008754231548,183.39205339129003,29.003616043870966,174.21880244278697
scan-hop-24e4b051b0fbc5ca,sha256:b97fb37036aa12e931cc16a26a20f2dff43a25f2369d970ffa87eceb51546e95,67990,3,upper,41,40.315925032999985,206.0439399091991,84.90012484925498,94.42445465496486,178.7494820255495,27.56053872173847,165.21160498846137
scan-hop-24e4b051b0fbc5ca,sha256:baa557f9998c7199304df721080d9d0728cc263837449c31de58ee36fb1badb3,67661,4,lower,29,27.837445559,252.08494023531762,72.1882872123061,111.34706712432497,844.8354287815204,46.024217892767226,299.41311608300725
scan-hop-c2313aebc38416ef,sha256:b9584fc338d9cb012cc4c7e4c17cfba8558ba2c22313eaa7846b3290022ffa5c,66868,1,lower,35,30.850622131,82.06898967394945,78.5426630808795,92.70886350079347,262.6668410883285,36.97934267888968,131.41797372956862
scan-hop-c2313aebc38416ef,sha256:06dcf11155e7d3dd803202123f79ccd3961069f2f49c09a5909c43c8e05b04a5,60411,1,upper,28,27.971809261000004,283.8706930470373,83.10129966550568,241.04629291068284,156.90316501248284,22.75056008347556,124.63483302039161
scan-hop-c2313aebc38416ef,sha256:2d389ace0d6cb3813daf9dd5e2ff0df34790e15162abb202f13cf74dd4eaaf66,68005,2,lower,45,30.224270979999993,331.5336066669523,85.17342420804937,71.40399281428186,207.4183914738734,13.487821645171483,75.67578138564184
scan-hop-c2313aebc38416ef,sha256:9218fdebf7915f961e094c78501509bd318c7fc5f60266fdb800c8220d86234f,68005,2,upper,45,29.594849599000007,336.6512329631299,85.19683383317948,115.37165923078962,226.36548528882767,13.380265397039985,79.16632107050775
scan-hop-c2313aebc38416ef,sha256:3b3e246f43df5f2f0f707ad380539b3e88fa5f1252da40634b226552a47bd820,66868,3,lower,26,27.101368962,351.4045277923173,83.13181990714828,37.6624946803627,882.7316682315093,18.72302423134114,36.40704708309171
scan-hop-c2313aebc38416ef,sha256:2d2f8cb5989ad0d633464491941651f3b9c7971b8c4f32d4441cf2f9b28b600f,58411,3,upper,37,32.610654741999994,110.6969515329035,80.1386325952976,72.57455743687487,389.24002453082454,30.2615522715599,165.2583978670893
scan-hop-c2313aebc38416ef,sha256:462e6f0ff0e40a735f77c3829aaf74a35bc5a0cef069e9f0259dbb574118ea94,63795,4,lower,33,28.97882967800001,212.19261937646243,76.44695367005372,188.13014863977153,413.6228209891588,41.00885816158897,260.83735537984495
scan-hop-c2313aebc38416ef,sha256:e1c322841bc5f0fc1cd4714edcff49d100e40a6f3a59a8216b561d1e891f2f60,63795,4,upper,54,50.38942238999999,165.83518742157366,82.3793380442703,219.68616326762518,227.8908466353307,33.3808532423876,185.13381559753438
scan-hop-499abcb9ca352397,sha256:8a03a56c2858e3a6490651b4812d51716dcc3a045592f912d9156a99e2c068b3,63780,1,lower,45,38.949303942,268.70639116049585,82.75147446918544,190.14319403628653,95.0234788337564,36.418148694741866,193.32286030247914
scan-hop-499abcb9ca352397,sha256:1c96cf17ebf24f992590f229ad4e8826847c9ab47e198945e0383614a0d23b36,63780,1,upper,44,39.07326084900001,275.1766282884025,84.30271533814447,156.36977546211943,121.00637057631916,33.32339399071591,175.35563470725248
scan-hop-499abcb9ca352397,sha256:54856449576e366f341aaef2c7dcdc014e216226ec7e4365379b1a8cd5770def,63265,2,lower,27,26.198664909,352.4945408203125,43.09307212283255,128.93269441206095,1009.4333728240888,53.320029067598185,306.5124515264099
scan-hop-499abcb9ca352397,sha256:f961bf159253374576a1c0487ac5778e0c0742f4405408b3afdf34fd062c563d,63265,2,upper,23,22.298673860000008,350.9300186934362,43.1907912671937,72.24255177029976,683.7391729469853,46.21069042185807,253.18719727779074
scan-hop-499abcb9ca352397,sha256:a194540efacfd217afba8903cb2c95c780b472179dd28186f14c287eee3db31b,47831,3,lower,38,28.975899591,350.4888284548945,66.70598424731737,21.49134870511261,99.57857843149638,46.75772840593547,304.46376040697373
scan-hop-499abcb9ca352397,sha256:f4109860ad11fecb21e01f4ddc5117fa33e1221aaa388a68b6a04be4903c6762,63780,4,lower,47,40.980805748999984,272.81148810826994,83.82771628184578,137.69028197001063,90.04956223547488,33.65192162767655,177.29878013911969
scan-hop-499abcb9ca352397,sha256:228b2876808a59d1421811f27ba055680c2e0ec34804adaa65cead86d2f62ea8,63780,4,upper,46,40.225473266999984,274.18478311604247,84.11388879246302,132.35615125625165,91.84451578144619,34.020690698376285,179.0928166898263
scan-hop-031a0825dc751a64,sha256:19806d3ec517eef53c239c0300eaee2519562c073f3cce2e4e989dd8038ecd84,66562,1,lower,37,28.859672579000005,272.534580362185,80.04096450756323,103.30716414274457,30.339711326977564,35.20517087179206,85.97157447690229
scan-hop-031a0825dc751a64,sha256:dc5a386a14e1879dfb11cf4795284359200b849d6eebd3a336990b3e596db619,66562,1,upper,37,28.227371938000005,272.3078129305511,80.13818748910128,92.56675484206401,94.7428460460153,34.634562126188925,85.09693939124125
scan-hop-031a0825dc751a64,sha256:7566caaabd46983f7ba0d24efb61446f361a81e42578858fb5fc7e989685d16c,66593,2,lower,29,28.261528576000018,247.36283194702798,80.3848600416893,219.30578242825348,405.60640890777546,36.410482533640305,209.8262980722699
scan-hop-031a0825dc751a64,sha256:3a20e49a1c0f93005a10936b7ab20840f92cc9976eb16bee089fdc292745bb49,66593,2,upper,43,42.405453797999996,249.75470761443148,87.33546591162273,236.66691103445243,222.68409195426983,25.292779909937884,145.66190415711176
scan-hop-031a0825dc751a64,sha256:6135da833b06f551b9566eb934abe9015a2da19589ed49951883908e0351b42e,68674,3,lower,34,33.288073079000014,254.76362245779802,61.96715099963146,170.26642657380248,546.4445985524292,44.11189267729551,255.9072516943237
scan-hop-031a0825dc751a64,sha256:33d1c1f981f4900d6e42ae2ce6d88ed8ac4eb2dc7b5fa53360fb1e2f0c976de1,68674,3,upper,29,28.254693418999977,260.3884745350126,62.04763274819572,155.65865418489207,503.24050618143116,37.037160147029034,173.76144096409067
scan-hop-031a0825dc751a64,sha256:ddb5d4c5decb17d747584b20e9e635cf630648a2cf9d0d1fb2503d5ae4c23828,66593,4,lower,25,24.238719181999983,65.08261619001634,83.92497465563187,125.50012716426068,429.6154200230462,22.63402293243628,148.96818947921997
scan-hop-031a0825dc751a64,sha256:53b92fc8801c8e463d9594690007914a99cd328f5bb7b872b452d0b38278262b,53690,4,upper,26,25.065407385000015,96.18171692039755,78.51976454438089,119.50699357301883,134.0212553980541,16.768336662709878,31.140148284214515
scan-hop-99bee37023f62a10,sha256:95b562275b7e1d2db280d46aa55d464feefb248c80447bd9d9ec2ac063633220,66559,1,lower,36,30.63003713799999,227.37869090704592,74.8229855033931,27.91815666067039,51.88075000206813,31.205277474294352,152.63255688584235
scan-hop-99bee37023f62a10,sha256:a4dbea3a399b56763209e8b7fcb7193771c3ed8a10a5c4b17aab9c248825f559,66559,1,upper,38,33.64966922799999,223.96209724556084,75.13728843717413,30.1025051294347,22.207252689266365,30.56302397787713,157.15697295509543
scan-hop-99bee37023f62a10,sha256:27b710890132df96ac393863de4fc9921d104c360341b426d6bc6ef86a588569,66559,2,lower,43,37.802783450999996,219.20099395560482,75.47379052147932,62.56161980639848,34.424587789582894,30.738250969695645,163.22549628796094
scan-hop-99bee37023f62a10,sha256:99738e0871fb6d4e5fead0a642520119b7917c12ae6dff1d44e9fe4358605d15,66559,2,upper,49,43.468103537000005,212.55539694424553,75.76532118697942,40.4360648200938,68.60461837451133,33.29151145847228,168.47339157582678
scan-hop-99bee37023f62a10,sha256:6febf383bb9f491108d665b6d32630bca7a12fc1968f1808f71df8154656f9a6,66576,3,lower,44,39.31756705000001,226.73364194356625,72.77784946303954,177.4090694116309,477.34753211153316,38.01882038425804,195.72213181933503
scan-hop-99bee37023f62a10,sha256:7d508a9586ba38e06fe82ce09bc3b20cd0d3ddccd926e28dce323561522f6bdf,59153,3,upper,40,37.05031886399999,202.5025454452654,80.22182646801832,279.2942071157824,1306.1214830471442,37.959807498715186,238.74116151991734
scan-hop-99bee37023f62a10,sha256:a4f291d697678b64f94314afe3e8be78839ebde4539589e34ee31fdec83803cc,63447,4,lower,30,29.21344797500001,101.89318244593929,85.06272444949455,56.38989290733772,178.11627378743862,22.6192388629882,32.57413072888856
scan-hop-99bee37023f62a10,sha256:31d65e18a8fc7c924e6de092341f0e1fa99ee98e1148626305896fb9e4edb036,69658,4,upper,26,23.427757712999977,264.5181445201147,81.83123593802469,235.4556654119632,255.06711899184023,15.46144681534029,83.10684080112222
scan-hop-2b542a19425a01b3,sha256:ed138e3c7473b9df2eec3bd6111ef4fba7a568ffa35fd4bae8b85dc50ffeddc7,69172,1,lower,32,27.964103332000008,288.3000097764849,78.99562906384062,46.29596816444095,47.28937526787301,26.812063155541445,132.16634596167154
scan-hop-2b542a19425a01b3,sha256:7eb42669716c5f6b878cb579f198d21b3565f55dd004fe479c2b56d29815580e,69172,1,upper,32,28.090768526000005,288.8143241789306,79.05026423426551,105.2503210244569,87.04741424628742,26.497085997608142,129.3365410552705
scan-hop-2b542a19425a01b3,sha256:286e22c303d1a504bac47da929c15193006c7b642ecd2705355c70aa80daecf4,64151,2,lower,36,35.00323942099999,144.2839515261077,78.80156658636864,196.06098517089936,910.8679828634813,46.59296354739484,203.65582623105058
scan-hop-2b542a19425a01b3,sha256:56a823b055acbcc08f2709d391ebd15799910a1fbab3da86a3744c9126c8e856,69172,2,upper,24,23.54803979399999,294.2045933312222,79.54433813662122,39.405568231834565,48.229718594628594,21.432366298103933,95.84210193636963
scan-hop-2b542a19425a01b3,sha256:255e970fb78dad12d241b91f57ccbce0c4084eee8d053f4c48d603e9731fb19a,66491,3,lower,55,50.90293693399998,206.80517838883344,80.52055544060346,141.94691621521085,450.60663543961783,35.88995363115175,114.96456419669356
scan-hop-2b542a19425a01b3,sha256:13fadbd2ddc5816b240494214b961d1bc9342282f5204d08072dd6697e0c8c61,66491,3,upper,55,50.90269488499999,210.08161501497764,80.48791138283755,149.80438679472206,446.3295187753584,35.27065499667171,119.43366624903729
scan-hop-2b542a19425a01b3,sha256:3565bdb440593b2fe39161c7dda7ea5f68b0e55f1c97da84ca48f0a711672ce3,64151,4,lower,35,33.994605629000006,137.47862873910668,79.81636632652882,217.54324111728965,835.6556458406701,40.473719461989454,169.6412673953599
scan-hop-2b542a19425a01b3,sha256:ebc12dd01dac3a59646038de5f1ebdb880f1addf21f6d00cda2523d228554d39,64151,4,upper,33,32.23330399300002,143.84231324351336,78.87823621252959,155.59030408650716,935.2513429844457,44.14206403043775,192.77939492475772
scan-hop-543e944f549f5386,sha256:0e09ddac785ef9b6073754044c77b16f7cf2103980eeb9cfcec61d95a290b474,65282,1,lower,29,25.572046848,259.7268312235807,58.93533345548247,180.33277998122134,777.1330588350528,45.92936114817925,301.5972757476759
scan-hop-543e944f549f5386,sha256:a2d95307dd8420daffe961cf247ad376a43f6855d56c7b37db5c8012619c070b,100233,1,upper,25,24.817316990000002,167.92416625628888,80.49786864674769,199.52791148294875,1676.3222943439957,46.97007198511545,242.5626545715294
scan-hop-543e944f549f5386,sha256:9b6d7c2c22ace870650c15f7fea7dc32a007ee482e6324494880c70531155a42,63047,2,lower,27,23.800039067,93.5803217372823,85.77329578372829,76.49173131734636,105.31921450937455,12.689522925169006,90.00287840039839
scan-hop-543e944f549f5386,sha256:c82ec090db4db82ab3c3e1441a6f3784af8342633270bdb607e3f8d16738dc88,63047,2,upper,25,21.534987540999992,87.6438473152698,85.2876448156425,70.77609788527145,73.6264232477266,13.21603134627792,94.4820814142965
scan-hop-543e944f549f5386,sha256:34d860d5bc664ae9ed41f024a8b99254b0b434b4bf22c73d552cd820974eeb49,65214,3,lower,30,30.088123489999987,28.711940706473484,83.1042658067152,103.59136476665027,181.14555561836028,18.159925972003975,81.08636450457342
scan-hop-543e944f549f5386,sha256:0699eb7ed38f7c41088d8dd3b7c9048a662fe10de7b4ec9678bb7454c731d20b,65214,3,upper,22,21.149311514000004,13.63328387734263,82.37606914720268,102.5609262254817,187.904130511247,16.474987103163837,61.315568364407966
scan-hop-543e944f549f5386,sha256:86ee1436cab88b46d0ed68a1e477c6ebb13d1072f5c8c0b794cd488e63d263bb,63047,4,lower,44,40.31343239,165.71291290725168,86.50121404138011,23.673677695018128,63.33324787315584,27.075138977570656,171.389929010431
scan-hop-543e944f549f5386,sha256:80ec96e60448f3b9990e2fdfe46e386cdd664567c63dd37e53de0df65fd1ac72,63037,4,upper,35,32.517460032,294.367475081408,74.72876732040541,149.14280264768433,110.88884945165121,38.19108719981197,178.53361098188316
scan-hop-e336bdc3f097d035,sha256:1897576bcd30fa081cff272e94c2a3d42982c47b8565591361893b463454809b,68979,1,upper,31,30.258109429,155.69837826778527,87.66557878369115,56.25062175424381,118.5178971334381,14.652446472298715,95.81372446752576
scan-hop-e336bdc3f097d035,sha256:6e2b36c3efb6ef294dd9cc3b5b31302e58d1fa2f679e44051ee3beb69c514574,65213,3,lower,51,48.60941934499999,229.21614292009866,79.0479246572471,136.35371378958175,178.34967660962806,40.54953748163613,156.4210152130926
scan-hop-e336bdc3f097d035,sha256:cb7182397000a95512e1c1de19a7455cb7ae54f254a0b7737c0af5c503abd271,65213,3,upper,48,45.960079389,225.68174880656093,79.09204394208132,111.74664576398881,176.80885439412728,37.60766029230619,150.25691208216222
scan-hop-e336bdc3f097d035,sha256:b685f1c19a00ea23d1ea47210a49b862d6e901ea7264292e36b800d31b7cc437,67733,4,lower,37,35.414639175000005,260.57330705923493,75.41923002667802,50.51806374827389,452.0908938264583,43.86415149733592,274.02712114296014
scan-hop-e336bdc3f097d035,sha256:a8689ec09478e372a2a17ca33894235d13a8ef822de30e5c78d073b6e8ca08de,67733,4,upper,33,31.765317767000006,262.725735693577,75.62282678036681,105.88311529509568,337.617520886076,37.4022380227104,230.18791276679318
scan-hop-d863b5568dd4cb74,sha256:7d542322c7db9c84f04246ee7ddf5786f1deeceef29ca82450afcfd01410d0fc,68977,1,lower,35,33.777453486999995,281.073703187365,78.21505803581275,455.8698430976989,823.2902702162307,39.023562542390486,212.28013253526964
scan-hop-d863b5568dd4cb74,sha256:81583bf13c73268fc64f29c9bf21e5fb90e84b6327af8a61fc778149b52d3a0c,68180,1,upper,33,31.624079297999998,141.79601153073003,83.75492306695483,231.15446480423077,170.41108303746935,18.158027713119598,102.12013752457042
scan-hop-d863b5568dd4cb74,sha256:d7a9428dc84a6e147475da600acd418c52c6407d786bf32e55872812fbdb6a16,68192,2,lower,33,28.477579426000034,50.62278224150463,82.57553127878076,200.65322364838147,1332.4160667231681,35.95069816583163,255.86327587827734
scan-hop-d863b5568dd4cb74,sha256:80454a55dc083c377c4eea42bf79a323ee986f362c36c3f9a4350bea1aad5ee5,68192,2,upper,29,26.585215694,51.442715380983195,84.03416186756502,193.12560479543615,1076.2865386418853,30.438651671358958,217.95915937162283
scan-hop-d863b5568dd4cb74,sha256:b5073f701f728581618ac363736e94b6e54a54060b220ed15b70d04d425e55b8,67534,4,lower,34,29.622688856999986,264.89120286975117,64.05450706858872,48.843473763200755,375.1670201117145,37.962627733687334,160.01494712726296
scan-hop-d863b5568dd4cb74,sha256:92a0bf28d16a3a1b37b7e9c14e7a58b3e725e858ff5dd5ee035bfa4722c49889,59210,4,upper,22,21.690636253999998,74.95328512133725,77.04823271673376,24.605462562156713,187.73994204774965,27.450571624233202,83.54068386798075
scan-hop-bdb97ee3a5264d7d,sha256:4b158459ad04c9d84b4a9d5caa502ba2c7c70b4672bc0e1a24ff83344f898dcb,63636,1,lower,37,31.00408385,213.53352724491364,88.79612443010102,191.2215918552089,175.3895307380584,12.643477946453057,24.585857871227404
scan-hop-bdb97ee3a5264d7d,sha256:020e6b5914451ec9551e70c0a18e44b750e36c03ad98b63dc843f7e45d89b0cd,63636,1,upper,34,29.117427239999984,178.76157030567504,88.6915512542895,94.92804920068627,146.1649180633005,11.034607818125933,21.41050641006477
scan-hop-bdb97ee3a5264d7d,sha256:6263813943f307a47dedfb4c3b67080b2f7fb9b44bfd405fb67d460dd97e2bd7,67020,2,lower,53,50.540740291999995,212.47642475700815,84.14097807818193,131.18015810517687,92.78165475017654,25.224333134736845,99.56036787693729
scan-hop-bdb97ee3a5264d7d,sha256:020939f9234367fac46a49ca8e638ed03b4831bb4eb4fbcd377c20670703ecd9,67020,2,upper,50,47.768307275,217.97185899493795,84.48449841522827,130.5106395430253,104.59486241057691,20.89672153811387,81.72357163395131
scan-hop-bdb97ee3a5264d7d,sha256:e43328d3fa1b43406f361378df09c08172e003e9bc0372095f442d9f9373fb5a,60733,3,lower,31,25.194440026999985,193.3452012137429,72.29192764066984,144.04954762058927,298.39108995707807,53.93874286524091,356.2490804172096
scan-hop-bdb97ee3a5264d7d,sha256:ccddf4ae50abd4d003ddacdef4a7beef15b8360be59ed833f76da45132cd398f,60733,3,upper,31,27.59474721000001,194.1088094402508,71.9413804852444,177.8068671524652,316.6133349150061,57.697063714578874,381.94340209658026
