latitude_deg,longitude_deg,east_km_from_iteration8,north_km_from_iteration8,balanced_exact_capped_loss,postseal_error_km,group_00_tau_s,group_16_tau_s,reference_role
37.859105591626566,-122.47951802709042,0.1953125000008731,-0.19531250000005057,0.0581348587203451,1.2428905441714038,-0.75,-0.5,post-seal only
